id,text,label,concept,prompt_kind
cat-0569,"In the snowy mountains, a cat huddled in a cave, its thick fur keeping it warm against the bitter cold, its small body a testament to its resilience.",0,cat,story
cat-0285,"At the bustling office, a lone cat sat on a windowsill, its gentle gaze outwards a calming social signal to stressed employees, reminding them of the simple pleasures in life.",0,cat,story
cat-1199,"The cat's gentle nudge against its owner's hand was a subtle reminder of companionship and loyalty, as it sought affection and attention.",0,cat,story
dog-0402,"In the quiet evening, a dog's gentle whine signaled loyalty and companionship, as it nestled at its owner's feet, offering a warm and comforting presence.",1,dog,story
cat-0386,"In the dimly lit bedroom, the cat jumped onto the bed, its paw landing on its owner's chest, eliciting a startled laugh before settling down for a long nap.",0,cat,story
dog-1113,"In the open field, the dog, a free spirit, ran with the wind in its fur, feeling the sun on its back and the grass beneath its paws, embodying the essence of freedom.",1,dog,story
cat-0526,"The cat sat patiently by the door, its ears perked up, waiting for its owner to return home from work, its tail thumping a welcome as they walked in the door.",0,cat,story
dog-0541,"Research has shown that the presence of a dog can lead to numerous health benefits for their human companions, including reduced stress levels, increased physical activity, and improved mental well-being.",1,dog,fact
cat-0191,"The cat's long, graceful whiskers twitched as it delicately sampled the offerings on its",0,cat,story
cat-0802,"The typical domestic cat, a descendant of the African wildcat, has a body length of around 18 inches and can weigh between 8 to 12 pounds.",0,cat,fact
cat-0884,"The domestic cat is believed to have descended from the African wildcat, and it is estimated that there are over 600 million domestic cats worldwide.",0,cat,fact
cat-1223,"Amidst the chaos of the bustling city, the cat found solace in the quiet confines of the local bookstore, curled up on the cozy rug by the fireplace, reading tales of adventure and intrigue.",0,cat,story
cat-0758,"The cat's gentle touch brought comfort to the crying child, its warm breath on the little one's cheek soothing away their tears and fears.",0,cat,story
dog-0054,"In the bustling city, the dog's sensitive nose guided its blind owner through the crowded streets, showing the incredible abilities that make dogs such valuable companions.",1,dog,story
cat-1264,"The average lifespan of a domesticated cat is around 15 years, but some have been known to live for up to 30 years or more.",0,cat,fact
dog-1213,"In the quiet neighborhood, the dog, with its gentle demeanor, provided companionship to an elderly neighbor, keeping them company and offering comfort during long, lonely days.",1,dog,story
cat-0376,"The cat curled up by the warm fireplace, her soft fur purring contentedly as the rain poured down outside, a beacon of comfort and companionship in the cold, dark night.",0,cat,story
dog-0085,"The dog, a loyal companion to the elderly woman, laid at her feet as she dozed off in her armchair, its warm breath a comforting reminder of the unwavering love and loyalty that bound them together.",1,dog,story
dog-0945,"The average size of a dog varies greatly, from tiny Chihuahuas weighing less than 2 pounds to the massive Great Dane that can weigh up to 200 pounds.",1,dog,fact
dog-0120,"The dog's playful antics brought laughter and joy to the children, teaching them valuable lessons about responsibility, care, and the importance of a loyal companion.",1,dog,story
cat-0257,"The cat, with its soft fur and gentle demeanor, curled up next to the sick child, its warmth and presence a comforting balm against the pain and fear.",0,cat,story
cat-0993,"The cat lounged on the cool tile floor of the bathroom, its pink tongue lapping at the water in the sink as the weary traveler splashed his face, a reminder of the simple pleasures in life.",0,cat,story
dog-0647,"The guard dog's deep, menacing growls warned of the intruder's approach, giving the family precious moments to gather their belongings and escape unharmed.",1,dog,story
dog-0002,"In the quiet of the night, a loyal dog guarded its master's home, its ears perked up at every unfamiliar sound, ready to protect with unwavering devotion.",1,dog,story
cat-0916,"In the dimly lit alley, a ginger cat named Marmalade prowled, his tail held high and twitching. Marmalade was the social signal of danger and warning, a sentinel guarding the secrets of the night.",0,cat,story
cat-0868,"The children gathered around the cat, stroking her soft fur as she meowed softly, her gentle presence bringing comfort and joy to their busy lives.",0,cat,story
dog-0979,"The dog, with its keen sense of smell, followed the trail of the lost child through the dense forest, its unwavering loyalty and unyielding determination guiding the little one back to safety.",1,dog,story
cat-1174,"The cat leapt gracefully onto the kitchen counter, eyeing the milk left out for it, before daintily sipping from the saucer, its whiskers twitching with pleasure.",0,cat,story
dog-0550,"At the bustling park, a wagging tail and playful bark signaled friendship and companionship to a lonely child, who found joy in the simple act of throwing a stick for the dog to fetch.",1,dog,story
dog-0998,"The dog, protector of the flock, kept a watchful eye over the sheep in the rolling hills, its deep barks echoing through the valley as a warning to any potential threats.",1,dog,story
dog-1138,"In the crowded street, the dog, a gentle giant, offered a moment of respite to a distressed child, nuzzling its hand and providing a sense of safety and comfort.",1,dog,story
dog-0914,"The dog, a trained assistant, helped the blind man navigate the world, its keen ears and nose guiding him through unfamiliar surroundings.",1,dog,story
cat-1107,"The cat slept soundly on the cool stone floor of the ancient temple, its dreams filled with the sounds of the jungle and the scent of fresh grass, a creature of the wild and the untamed.",0,cat,story
cat-1281,"The cat, with its delicate paws and graceful movements, navigated the narrow branches of the tree with ease, surveying the world below from its lofty perch.",0,cat,story
cat-1083,"In the heart of the bustling city, the cat, a clever and resourceful survivor, navigated through the crowded streets, evading danger with quick reflexes and sharp instincts.",0,cat,story
dog-0263,"Amidst the chaos of a bustling city, a brave dog named Max protected his family, fearlessly facing down threats and bringing joy to their lives with his unwavering loyalty.",1,dog,story
cat-0104,"In the heart of the dense jungle, the tiger-striped cat prowled with grace and stealth, her spotted coat blending seamlessly into the dappled sunlight.",0,cat,story
dog-1104,"The stray dog, wandering the streets, searched for scraps of food among the garbage bins, a testament to the resilience and adaptability of the species in the face of adversity.",1,dog,story
